movie_id,title_clean,id
3657,pandora and the flying dutchman,38688
3658,quatermass and the pit,26912
3659,quatermass ii,26278
3660,puppet master,26953
3661,puppet master ii,26954
3663,puppet master 4,26957
3664,puppet master 5: the final chapter,26958
3665,curse of the puppet master,26959
3667,rent-a-cop,80287
3668,romeo and juliet,6003
3669,stay tuned,23939
3671,blazing saddles,11072
3672,benji,23069
3673,benji the hunted,21299
3674,for the love of benji,38802
3675,white christmas,13368
3676,eraserhead,985
3677,baraka,14002
3681,for a few dollars more,938
3682,magnum force,10648
3683,blood simple,11368
3685,prizzi's honor,2075
3686,flatliners,1551
3688,porky's,10246
3689,porky's ii: the next day,19698
3691,private school,18835
3692,class of nuke 'em high,26554
3696,night of the creeps,15762
3697,predator 2,169
3699,starman,9663
3701,alien nation,10128
3702,mad max,9659
3704,mad max beyond thunderdome,9355
3705,bird on a wire,1727
3706,angel heart,635
3707,nine 1/2 weeks,10068
3708,firestarter,11495
3709,sleepwalkers,11428
3710,action jackson,10117
3711,sarafina!,35936
3712,soapdish,25562
3714,clara's heart,73079
3715,burglar,38921
3716,fatal beauty,35463
3717,gone in 60 seconds,16246
3718,american pimp,24587
3719,love's labour's lost,51333
3720,sunshine,17771
3721,trixie,31610
3723,hamlet,10549
3724,coming home,31657
3725,american pop,29204
3726,assault on precinct 13,17814
3727,near dark,11879
3728,one false move,21128
3729,shaft,482
3731,cutter's way,31593
3734,prince of the city,32047
3735,serpico,9040
3737,lonely are the brave,43002
3739,trouble in paradise,195
3740,big trouble in little china,6978
3741,badlands,3133
3743,boys and girls,10571
3744,shaft,482
3745,titan a.e.,7450
3747,jesus' son,25636
3750,boricua's bond,207731
3751,chicken run,7443
3757,asylum,25993
3758,communion,28774
3763,f/x,9873
3766,missing in action,15379
3767,missing in action 2: the beginning,12764
3768,braddock: missing in action iii,27352
3769,thunderbolt and lightfoot,8348
3770,dreamscape,24099
3773,house party,16094
3774,house party 2,16096
3775,make mine music,20343
3776,melody time,13757
3777,nekromantik,11822
3778,on our merry way,90980
3779,project moon base,26270
3780,rocketship x-m,37744
3781,shaft in africa,494
3782,shaft's big score!,493
3783,croupier,12706
3785,scary movie,4247
3786,but i'm a cheerleader,20770
3790,groove,23655
3791,footloose,1788
3792,duel in the sun,32275
3793,x-men,36657
3794,chuck & buck,44490
3798,what lies beneath,2655
3801,anatomy of a murder,93
3802,freejack,9278
3803,greaser's palace,90715
3804,h.o.t.s.,59181
3805,knightriders,22167
3806,mackenna's gold,18118
3807,sinbad and the eye of the tiger,11940
3809,what about bob?,10276
3810,white sands,19380
3811,breaker morant,13783
3813,interiors,15867
3814,love and death,11686
3818,pot o' gold,18702
3819,tampopo,11830
3820,thomas and the magic railroad,16110
3821,nutty professor ii: the klumps,12107
3823,wonderland,32640
3824,autumn in new york,10641
3825,coyote ugly,6282
3826,hollow man,9383
3827,space cowboys,5551
3828,better living,277726
3829,mad about mambo,43079
3830,psycho beach party,27723
3831,saving grace,2360
3834,bronco billy,21866
3836,kelly's heroes,11589
3837,phantasm ii,15158
3838,phantasm iii: lord of the dead,16139
3839,phantasm iv: oblivion,16146
3840,pumpkinhead,26515
3841,air america,11856
3843,sleepaway camp,13567
3844,steel magnolias,10860
3846,easy money,18391
3848,silent fall,39473
3857,bless the child,10391
3858,cecil b. demented,14195
3862,about adam,18168
3866,sunset strip,117262
3870,our town,23283
3871,shane,3110
3872,"suddenly, last summer",14698
3873,cat ballou,11694
3877,supergirl,9651
3878,x: the unknown,26865
3882,bring it on,1588
3883,catfish in black bean sauce,287821
3885,love & sex,25128
3887,went to coney island on a mission from god... be back by five,30910
3888,skipped parts,41282
3889,highlander: endgame,12211
3891,turn it up,9995
3893,nurse betty,10480
3897,almost famous,786
3898,bait,14805
3899,circus,51179
3901,duets,18074
3903,urbania,77332
3906,under suspicion,10562
3908,urban legends: final cut,12212
3909,woman on top,14629
3910,dancer in the dark,16
3911,best in show,13785
3912,beautiful,34299
3915,girlfight,19348
3916,remember the titans,10637
3917,hellraiser,9003
3918,hellbound: hellraiser ii,9064
3919,hellraiser iii: hell on earth,11569
3921,beach party,26484
3922,bikini beach,39113
3923,return of the fly,38126
3924,pajama party,53617
3925,stranger than paradise,469
3926,voyage to the bottom of the sea,2160
3927,fantastic voyage,2161
3928,abbott and costello meet frankenstein,3073
3934,kronos,43230
3935,kronos,43230
3937,runaway,9507
3941,sorority house massacre,40760
3942,sorority house massacre ii,40446
3943,bamboozled,24664
3944,bootmen,21370
3945,digimon: the movie,20455
3946,get carter,10461
3947,get carter,10461
3948,meet the parents,1597
3949,requiem for a dream,641
3950,tigerland,10687
3951,two family house,63956
